,likes
1797,138.000000
1798,572.000000
1799,262.666667
1800,400.000000
1801,179.333333
1802,1108.500000
1803,0.000000
1804,535.500000
1805,1745.000000
1806,83.666667
1807,694.000000
1808,7124.250000
1809,614.571429
1810,1850.200000
1811,1633.000000
1812,442.500000
1813,2103.250000
1814,502.500000
1815,49.000000
1816,2170.000000
1817,6369.000000
1818,221.600000
1819,364.333333
1820,703.000000
1821,66.000000
1822,824.750000
1823,219.750000
1824,438.000000
1825,76.000000
1826,422.500000
1827,286.666667
1828,662.857143
1829,273.000000
1830,644.000000
1831,690.000000
1832,752.000000
1833,92.000000
1834,5664.000000
1835,135.500000
1836,179.500000
1837,222.500000
1838,150.000000
1839,167.000000
1840,67.000000
1841,642.000000
1842,0.000000
1843,5070.000000
1844,951.500000
1845,179.000000
1846,174.000000
1847,693.750000
1848,228.600000
1849,325.500000
1850,2114.000000
1851,4906.200000
1852,368.000000
1853,617.000000
1854,368.000000
1855,3045.900000
1856,1236.000000
1857,99.000000
1858,910.000000
1859,3686.666667
1860,828.000000
1861,404.000000
1862,349.333333
1863,488.500000
1864,5035.000000
1865,2042.750000
1866,416.200000
1867,345.000000
1868,3289.200000
1869,979.000000
1870,184.600000
1871,10535.500000
1872,1006.500000
1873,144.833333
1874,565.600000
1875,892.333333
1876,323.500000
1877,723.200000
1878,428.750000
1879,330.000000
1880,373.000000
1881,147.000000
1882,356.375000
1883,2662.714286
1884,157.500000
1885,1208.000000
1886,422.000000
1887,958.500000
1888,408.333333
1889,20243.833333
1890,660.000000
1891,808.000000
1892,647.500000
1893,290.000000
1894,180.000000
1895,2030.500000
1896,12433.400000
1897,192.500000
1898,304.333333
1899,334.600000
1900,1242.000000
1901,493.000000
1902,144.000000
1903,710.000000
1904,414.000000
1905,190.500000
1906,582.400000
1907,4833.000000
1908,1615.750000
1909,5377.166667
1910,96.500000
1911,266.500000
1912,1764.250000
1913,1847.250000
1914,2551.333333
1915,317.000000
1916,10800.500000
1917,29.500000
1918,290.600000
1919,606.250000
1920,139.200000
1921,637.500000
1922,371.200000
1923,71.000000
1924,4089.100000
1925,945.666667
1926,1248.000000
1927,2117.500000
1928,264.333333
1929,410.285714
1930,424.666667
1931,164.000000
1932,199.500000
1933,292.000000
1934,1576.000000
1935,113.000000
1936,594.500000
1937,6725.666667
1938,229.500000
1939,2043.333333
1940,320.000000
1941,118.500000
1942,383.000000
1943,839.000000
1944,196.666667
1945,271.500000
1946,525.500000
1947,5476.500000
1948,1529.000000
1949,7380.000000
1950,636.333333
1951,1230.500000
1952,677.000000
1953,2213.800000
1954,333.666667
1955,291.000000
1956,2924.000000
1957,982.000000
1958,484.250000
1959,1311.500000
1960,190.000000
1961,521.500000
1962,149.000000
1963,389.000000
1964,531.500000
1965,38.500000
1966,1755.000000
1967,3001.250000
1968,435.000000
1969,6786.500000
1970,351.000000
1971,228.000000
1972,2875.250000
1973,1610.000000
1974,158.333333
1975,2752.750000
1976,146.500000
1977,631.000000
1978,1020.333333
1979,305.000000
1980,372.000000
1981,302.600000
1982,218.750000
1983,265.000000
1984,372.285714
1985,266.000000
1986,86.000000
1987,141.666667
1988,115.500000
1989,18087.000000
1990,1506.200000
1991,133.000000
1992,2583.714286
1993,847.000000
1994,195.000000
1995,704.000000
1996,183.000000
1997,359.500000
1998,584.500000
1999,429.200000
2000,77.000000
2001,82.000000
2002,410.000000
2003,88.500000
2004,19951.500000
2005,114.500000
2006,4426.500000
2007,73.400000
2008,523.000000
2009,692.000000
2010,424.000000
2011,193.666667
2012,165.000000
2013,97.333333
2014,293.000000
2015,135.000000
2016,561.000000
2017,812.500000
2018,387.500000
2019,224.666667
2020,167.000000
2021,92.000000
2022,102.500000
2023,164.000000
2024,67.000000
2025,79.000000
2026,95.500000
2027,268.000000
2028,170.800000
2029,41.500000
2030,2113.000000
2031,118.500000
2032,264.250000
2033,279.857143
2034,922.000000
2035,271.666667
2036,1099.000000
2037,96.000000
2038,138.750000
2039,272.500000
2040,189.000000
2041,322.000000
2042,199.000000
2043,128.500000
2044,151.000000
2045,175.000000
2046,84.000000
2047,204.000000
2048,96.000000
2049,117.500000
2050,1274.333333
2051,83.500000
2052,422.000000
2053,175.000000
2054,74.000000
2055,13322.000000
2056,191.000000
2057,2903.000000
2058,397.500000
2059,610.600000
2060,1567.500000
2061,927.500000
2062,95.000000
2063,548.000000
2064,75.500000
2065,446.000000
2066,166.250000
2067,151.600000
2068,815.000000
2069,734.000000
2070,221.000000
2071,47.500000
2072,203.500000
2073,438.000000
2074,185.000000
2075,527.500000
2076,227.000000
2077,78.000000
2078,2151.000000
2079,405.000000
2080,605.000000
2081,271.000000
2082,1993.400000
2083,422.000000
2084,187.000000
2085,26670.000000
2086,117.500000
2087,451.333333
2088,122.000000
2089,4390.250000
2090,109.600000
2091,110.500000
2092,26.000000
2093,600.000000
2094,297.000000
2095,2101.000000
2096,78.000000
2097,772.000000
2098,340.250000
2099,486.333333
2100,897.000000
2101,853.416667
2102,137.000000
2103,510.000000
2104,489.000000
2105,1637.000000
2106,224.000000
2107,1274.500000
2108,124.000000
2109,2004.000000
2110,833.916667
2111,336.400000
2112,577.250000
2113,150.000000
2114,183.000000
2115,510.800000
2116,122.666667
2117,170.666667
2118,779.000000
2119,202.000000
2120,38078.666667
2121,10676.250000
2122,77.000000
2123,92.000000
2124,670.500000
2125,271.500000
2126,561.000000
2127,908.222222
2128,409.600000
2129,3383.250000
2130,202.000000
2131,574.000000
2132,1077.500000
2133,408.000000
2134,467.000000
2135,542.000000
2136,305.333333
2137,4453.000000
2138,466.666667
2139,215.500000
2140,282.000000
2141,8083.850000
2142,1523.375000
2143,1119.222222
2144,218.000000
2145,6141.181818
2146,124.000000
2147,1800.384615
2148,990.666667
2149,1718.933333
2150,1279.600000
2151,1767.142857
2152,427.000000
2153,5740.000000
2154,253.000000
2155,70.000000
2156,976.333333
2157,3930.368421
2158,177.000000
2159,130.000000
2160,82.000000
2161,1454.000000
2162,25859.333333
2163,82.000000
2164,100.000000
2165,127.000000
2166,195.500000
2167,4633.000000
2168,119.500000
2169,365.500000
2170,1191.666667
2171,5962.500000
2172,318.000000
2173,759.000000
2174,1518.500000
2175,240.000000
2176,301.000000
2177,24.000000
2178,142.000000
2179,2576.666667
2180,289.000000
2181,440.666667
2182,3333.000000
2183,114.000000
2184,363.500000
2185,522.000000
2186,651.000000
2187,253.500000
2188,454.500000
2189,897.666667
2190,547.333333
2191,45.000000
2192,1915.428571
2193,195.200000
2194,73.000000
2195,957.166667
2196,1372.000000
2197,3768.000000
2198,970.000000
2199,234.000000
2200,2672.000000
2201,104.000000
2202,351.333333
2203,210.750000
2204,464.000000
2205,137.500000
2206,195.000000
2207,69.333333
2208,2515.500000
2209,874.833333
2210,3768.000000
2211,215.750000
2212,264.000000
2213,0.000000
2214,542.000000
2215,174.000000
2216,598.000000
2217,764.333333
2218,3372.500000
2219,4153.666667
2220,212.833333
2221,309.000000
2222,333.500000
2223,105.500000
2224,424.000000
2225,90.000000
2226,625.000000
2227,209.333333
2228,1315.000000
2229,314.000000
2230,109.000000
2231,292.000000
2232,157.000000
2233,352.000000
2234,118.000000
2235,71.666667
2236,755.500000
2237,1379.000000
2238,3245.000000
2239,282.333333
2240,2605.666667
2241,269.000000
2242,432.500000
2243,2063.500000
2244,81.333333
2245,49.000000
2246,316.250000
2247,488.000000
2248,494.000000
2249,1828.000000
2250,514.125000
2251,285.000000
2252,3068.000000
2253,467.000000
2254,207.750000
2255,2409.400000
2256,144.000000
2257,258.000000
2258,636.333333
2259,1058.333333
2260,0.000000
2261,363.333333
2262,371.000000
2263,164.500000
2264,399.700000
2265,57.666667
2266,6394.500000
2267,77.000000
2268,440.000000
2269,507.000000
2270,571.000000
2271,155.000000
2272,1514.500000
2273,171.000000
2274,302.000000
2275,3105.666667
2276,377.500000
2277,699.000000
2278,3647.000000
2279,138.000000
2280,45.500000
2281,981.500000
2282,306.666667
2283,2144.000000
2284,58.500000
2285,424.222222
2286,1122.500000
2287,2774.000000
2288,375.500000
2289,9940.500000
2290,5445.000000
2291,383.000000
2292,29762.800000
2293,648.000000
2294,351.000000
2295,174.666667
2296,3334.000000
2297,699.000000
2298,632.333333
2299,158.000000
2300,108.500000
2301,224.000000
2302,257.500000
2303,239.500000
2304,25332.333333
2305,416.000000
2306,100.333333
2307,391.000000
2308,1613.333333
2309,820.666667
2310,168.000000
2311,5166.333333
2312,27631.600000
2313,2904.500000
2314,410.545455
2315,562.000000
2316,815.571429
2317,2323.333333
2318,3641.000000
2319,858.500000
2320,401.000000
2321,81.500000
2322,1509.125000
2323,588.846154
2324,339.000000
2325,1931.750000
2326,413.000000
2327,614.333333
2328,25.500000
2329,754.000000
2330,142.666667
2331,270.000000
2332,329.000000
2333,104.000000
2334,1880.045455
2335,244.000000
2336,2408.000000
2337,12749.000000
2338,507.000000
2339,284.500000
2340,164.333333
2341,299.000000
2342,1077.222222
2343,192.750000
2344,165.000000
2345,519.500000
2346,104.000000
2347,211.000000
2348,1789.666667
2349,427.000000
2350,234.500000
2351,427.666667
2352,133.000000
2353,1231.000000
2354,375.000000
2355,97.000000
2356,49.500000
2357,1111.500000
2358,934.000000
2359,397.500000
2360,422.000000
2361,77.000000
2362,275.000000
2363,483.000000
2364,0.000000
2365,379.500000
2366,297.666667
2367,222.000000
2368,367.500000
2369,100.000000
2370,936.000000
2371,121.500000
2372,408.000000
2373,118.000000
2374,195.000000
2375,1189.533333
2376,123.666667
2377,104.500000
2378,1868.000000
2379,451.777778
2380,256.000000
2381,978.333333
2382,1302.000000
2383,1022.500000
2384,63.000000
2385,980.000000
2386,0.000000
2387,528.500000
2388,163.625000
2389,2101.750000
2390,2221.000000
2391,0.000000
2392,362.000000
2393,919.000000
2394,60.000000
2395,86.000000
2396,96.000000
2397,248.500000
2398,159.333333
2399,245.500000
2400,170.000000
2401,65.250000
2402,178.500000
2403,383.000000
2404,1590.833333
2405,656.666667
2406,307.000000
2407,2778.000000
2408,186.000000
2409,331.333333
2410,34.500000
2411,484.500000
2412,321.000000
2413,379.500000
2414,267.000000
2415,143.000000
2416,634.000000
2417,124.000000
2418,1412.000000
2419,1695.000000
2420,795.500000
2421,52.666667
2422,91.750000
2423,549.000000
2424,3625.250000
2425,196.000000
2426,264.000000
2427,6429.400000
2428,2962.000000
2429,373.666667
2430,751.000000
2431,172.666667
2432,22297.500000
2433,586.000000
2434,320.000000
2435,226.000000
2436,123.666667
2437,159.000000
2438,20932.000000
2439,176.000000
2440,191.000000
2441,333.750000
2442,480.000000
2443,799.285714
2444,254.000000
2445,108.000000
2446,266.000000
2447,943.333333
2448,143.500000
2449,96.000000
2450,385.333333
2451,3990.750000
2452,151.000000
2453,170.333333
2454,461.500000
2455,72.500000
2456,299.500000
2457,492.333333
2458,11640.000000
2459,175.666667
2460,98.000000
2461,1513.538462
2462,104.500000
2463,376.000000
2464,49.000000
2465,505.666667
2466,561.000000
2467,184.500000
2468,294.000000
2469,247.600000
2470,353.000000
2471,1208.500000
2472,1147.500000
2473,143.000000
2474,118.250000
2475,149.000000
2476,220.000000
2477,50.500000
2478,283.000000
2479,145.750000
2480,463.000000
2481,6636.517241
2482,5439.266667
2483,697.666667
2484,2191.000000
2485,333.000000
2486,97.000000
2487,248.000000
2488,1455.857143
2489,1597.500000
2490,187.750000
2491,260.000000
2492,1221.000000
2493,122.833333
2494,2810.750000
2495,6098.600000
2496,335.750000
2497,367.000000
2498,433.000000
2499,305.000000
2500,1157.500000
2501,1018.000000
2502,82.000000
2503,2047.500000
2504,899.000000
2505,184.000000
2506,81.000000
2507,221.875000
2508,1082.000000
2509,715.000000
2510,493.333333
2511,1632.000000
2512,196.000000
2513,138.000000
2514,1310.500000
2515,146.666667
2516,92.250000
2517,727.750000
2518,290.500000
2519,2873.500000
2520,13567.100000
2521,98.000000
2522,59.000000
2523,1054.000000
2524,2050.500000
2525,171.000000
2526,475.388889
2527,3449.750000
2528,409.400000
2529,6045.250000
2530,546.500000
2531,56.000000
2532,2434.933333
2533,0.000000
2534,183.000000
2535,451.000000
2536,4538.000000
2537,95.500000
2538,75.500000
2539,475.000000
2540,6354.333333
2541,224.500000
2542,166.375000
2543,1031.000000
2544,368.000000
2545,431.000000
2546,290.000000
2547,51.000000
2548,568.750000
2549,296.000000
2550,215.333333
2551,79.000000
2552,317.000000
2553,348.000000
2554,2344.250000
2555,6926.000000
2556,632.000000
2557,76.000000
2558,78.500000
2559,257.000000
2560,509.500000
2561,175.000000
2562,176.000000
2563,1063.000000
2564,409.000000
2565,782.000000
2566,224.000000
2567,40.000000
2568,240.000000
2569,1158.000000
2570,110.000000
2571,14234.000000
2572,747.666667
2573,1030.000000
2574,414.333333
2575,107.000000
2576,188.000000
2577,642.000000
2578,18.000000
2579,310.000000
2580,577.000000
2581,400.222222
2582,206.250000
2583,355.111111
2584,1780.800000
2585,649.666667
2586,41.000000
2587,84.666667
2588,203.500000
2589,31.000000
2590,219.000000
2591,360.000000
2592,116.000000
2593,0.000000
2594,1131.500000
2595,210.000000
2596,294.000000
2597,240.750000
2598,364.000000
2599,3189.000000
2600,5643.000000
2601,452.000000
2602,929.000000
2603,170.000000
2604,871.000000
2605,4842.800000
2606,672.625000
2607,853.500000
2608,70.400000
2609,391.000000
2610,1016.000000
2611,697.000000
2612,997.000000
2613,169.000000
2614,958.333333
2615,91.000000
2616,196.000000
2617,71.000000
2618,954.000000
2619,106.500000
2620,774.000000
2621,66.000000
2622,263.800000
2623,151.000000
2624,187.000000
2625,1057.000000
2626,135.000000
2627,177.000000
2628,781.100000
2629,839.000000
2630,362.000000
2631,140.500000
2632,210.000000
2633,88.000000
2634,7262.200000
2635,62.000000
2636,126.000000
2637,501.000000
2638,162.500000
2639,48.000000
2640,1033.750000
2641,83.000000
2642,231.500000
2643,172.000000
2644,597.333333
2645,344.000000
2646,508.000000
2647,0.000000
2648,696.000000
2649,336.818182
2650,16.000000
2651,72.000000
2652,602.000000
2653,2834.571429
2654,138.000000
2655,5334.500000
2656,194.000000
2657,469.000000
2658,1364.000000
2659,375.000000
2660,721.500000
2661,1008.857143
2662,301.333333
2663,777.666667
2664,252.500000
2665,76.000000
2666,948.000000
2667,437.750000
2668,554.500000
2669,1155.000000
2670,775.000000
2671,2649.428571
2672,204.000000
2673,1635.250000
2674,1218.222222
2675,2101.333333
2676,6878.428571
2677,2777.428571
2678,201.222222
2679,119.000000
2680,507.333333
2681,152.333333
2682,193.500000
2683,900.800000
2684,277.500000
2685,605.666667
2686,13773.000000
2687,442.750000
2688,91.500000
2689,1418.500000
2690,10142.250000
2691,1362.000000
2692,238.500000
2693,51.000000
2694,776.333333
2695,896.666667
2696,128.000000
2697,74.500000
2698,460.500000
2699,50.500000
2700,193.000000
2701,0.000000
2702,3316.000000
2703,87.000000
2704,310.000000
2705,342.000000
2706,373.500000
2707,245.000000
2708,1013.000000
2709,76.800000
2710,204.250000
2711,335.444444
2712,29.000000
2713,180.666667
2714,1150.200000
2715,718.000000
2716,278.666667
2717,215.500000
2718,875.600000
2719,2117.000000
2720,6467.666667
2721,6215.333333
2722,587.000000
2723,1231.666667
2724,202.000000
2725,656.000000
2726,163.000000
2727,1554.000000
2728,109.000000
2729,14067.000000
2730,83.000000
2731,95.500000
2732,173.333333
2733,99.000000
2734,231.000000
2735,40.000000
2736,238.142857
2737,5365.500000
2738,172.000000
2739,143.500000
2740,38.500000
2741,32.000000
2742,2701.000000
2743,62727.500000
2744,615.250000
2745,1258.000000
2746,9330.000000
2747,12215.833333
2748,16775.000000
2749,1137.000000
2750,96.000000
2751,2126.500000
2752,2886.857143
2753,5369.000000
2754,16775.000000
2755,379.000000
2756,1714.500000
2757,9872.500000
2758,0.000000
2759,9724.000000
2760,2386.666667
2761,3955.000000
2762,15840.000000
2763,1481.666667
2764,56361.000000
2765,8355.000000
2766,1382.000000
2767,7087.200000
2768,10544.000000
2769,12368.500000
2770,1777.000000
2771,9871.000000
2772,15145.000000
2773,794.000000
2774,0.000000
2775,2676.000000
2776,1996.000000
2777,5030.000000
2778,0.000000
2779,0.000000
2780,0.000000
2781,7403.000000
2782,2150.000000
2783,5656.000000
2784,9174.000000
2785,4996.000000
2786,4965.000000
2787,1492.666667
2788,1596.000000
2789,1159.833333
2790,17491.000000
2791,2349.000000
2792,4871.500000
2793,519.333333
2794,2693.500000
2795,2166.000000
2796,5242.000000
2797,1903.333333
2798,1542.250000
2799,5676.000000
2800,802.500000
2801,883.500000
2802,465.000000
2803,766.500000
2804,1884.500000
2805,742.000000
2806,1341.000000
2807,1579.250000
2808,2177.000000
2809,588.500000
2810,2748.000000
2811,1611.000000
2812,1078.800000
2813,1113.000000
2814,1462.000000
2815,3005.000000
2816,730.333333
2817,2696.666667
2818,10004.000000
2819,559.428571
2820,2602.000000
2821,1520.000000
2822,5047.250000
2823,8643.000000
2824,759.000000
2825,1361.000000
2826,2655.000000
2827,19929.750000
2828,3241.000000
2829,0.000000
2830,647.000000
2831,2718.000000
2832,23754.000000
2833,2336.250000
2834,6065.000000
2835,456.000000
2836,8526.909091
2837,7679.000000
2838,648.000000
2839,5457.333333
2840,2653.000000
2841,4202.800000
2842,5697.000000
2843,832.000000
2844,621.500000
2845,1667.000000
2846,875.000000
2847,847.500000
2848,30.000000
2849,2386.000000
2850,2100.000000
2851,1141.000000
2852,889.000000
2853,1131.000000
2854,1603.500000
2855,1347.000000
2856,1142.000000
2857,944.333333
2858,700.666667
2859,418.500000
2860,4291.000000
2861,1028.000000
2862,422.250000
2863,14094.500000
2864,2713.333333
2865,0.000000
2866,12431.000000
2867,46665.000000
2868,27754.750000
2869,8794.000000
2870,18935.000000
2871,1454.666667
2872,29640.000000
2873,80431.000000
2874,6918.000000
2875,20916.000000
2876,72.000000
2877,5856.750000
2878,119325.000000
2879,1044.000000
2880,118977.000000
2881,62226.000000
2882,0.000000
2883,7413.666667
2884,15703.666667
2885,4841.000000
2886,3088.714286
2887,4306.500000
2888,24816.500000
2889,5625.000000
2890,67.000000
2891,293.400000
2892,40.000000
2893,107.000000
2894,831.875000
2895,151.000000
2896,1249.000000
2897,398.000000
2898,73.000000
2899,46.000000
2900,207.000000
2901,432.000000
2902,130.000000
2903,450.000000
2904,193.000000
2905,737.000000
2906,361.600000
2907,454.000000
2908,5457.000000
2909,1203.000000
2910,294.000000
2911,10871.000000
2912,1635.000000
2913,891.666667
2914,327.000000
2915,324.200000
2916,56.500000
2917,20.000000
2918,393.000000
2919,65.000000
2920,230.333333
2921,133.750000
2922,643.444444
2923,124.500000
2924,843.333333
2925,371.000000
2926,1511.000000
2927,0.000000
2928,2099.933333
2929,528.000000
2930,260.000000
2931,1710.000000
2932,171.000000
2933,82.000000
2934,109.500000
2935,75.500000
2936,579.000000
2937,3509.000000
2938,211.000000
2939,119.000000
2940,77.000000
2941,1192.333333
2942,675.000000
2943,149.000000
2944,158.333333
2945,970.333333
2946,765.000000
2947,286.500000
2948,4936.666667
2949,460.000000
2950,0.000000
2951,360.000000
2952,578.000000
2953,0.000000
2954,109.750000
2955,291.000000
2956,4150.400000
2957,884.750000
2958,208.666667
2959,249.000000
2960,86.000000
2961,150.000000
2962,64.000000
2963,91.000000
2964,355.000000
2965,1781.250000
2966,1580.500000
2967,98.000000
2968,304.000000
2969,51.000000
2970,196.500000
2971,2204.166667
2972,410.000000
2973,206.714286
2974,338.000000
2975,45.000000
2976,244.875000
2977,210.000000
2978,154.000000
2979,309.500000
2980,413.000000
2981,244.000000
2982,1022.000000
2983,133.000000
2984,374.000000
2985,189.500000
2986,49.000000
2987,214.000000
2988,319.000000
2989,98.000000
2990,102.500000
2991,767.333333
2992,54.000000
2993,390.600000
2994,447.666667
2995,478.000000
2996,293.000000
2997,122.000000
2998,166.333333
2999,132.000000
3000,691.000000
3001,294.000000
3002,400.000000
3003,258.000000
3004,113.000000
3005,229.000000
3006,164.500000
3007,46.000000
3008,2289.166667
3009,75.500000
3010,269.000000
3011,192.000000
3012,784.000000
3013,798.000000
3014,33.000000
3015,183.500000
3016,126.500000
3017,265.428571
3018,402.333333
3019,220.000000
3020,597.500000
3021,308.000000
3022,203.500000
3023,54.000000
3024,465.250000
3025,413.000000
3026,327.333333
3027,247.500000
3028,158.000000
3029,296.000000
3030,4470.625000
3031,1400.666667
3032,593.000000
3033,80.666667
3034,328.000000
3035,318.000000
3036,356.000000
3037,268.571429
3038,407.000000
3039,71.000000
3040,144.500000
3041,452.000000
3042,51.000000
3043,97.000000
3044,661.666667
3045,237.000000
3046,258.000000
3047,60.000000
3048,220.000000
3049,56.000000
3050,393.000000
3051,226.500000
3052,75.500000
3053,420.500000
3054,107.000000
3055,56279.500000
3056,12325.000000
3057,251.000000
3058,6426.333333
3059,270.333333
3060,185.000000
3061,6542.500000
3062,56.000000
3063,0.000000
3064,60.000000
3065,97.000000
3066,126.500000
3067,5842.200000
3068,165.000000
3069,41.000000
3070,232.333333
3071,107.500000
3072,36.000000
3073,232.000000
3074,737.000000
3075,247.666667
3076,3389.000000
3077,273.000000
3078,100.000000
3079,409.000000
3080,829.200000
3081,2170.900000
3082,2181.250000
3083,103.000000
3084,394.500000
3085,39.000000
3086,287.000000
3087,128.000000
3088,744.000000
3089,13455.250000
3090,42.500000
3091,13842.000000
3092,298.000000
3093,146.000000
3094,807.250000
3095,161.000000
3096,115.000000
3097,1405.333333
3098,51.000000
3099,278.000000
3100,876.000000
3101,5137.818182
3102,42.500000
3103,81.000000
3104,220.000000
3105,290.750000
3106,216.000000
3107,133.000000
3108,133.000000
3109,95.000000
3110,140.000000
3111,33.000000
3112,196.250000
3113,118.500000
3114,82.000000
3115,186.000000
3116,134.500000
3117,118.000000
3118,45.500000
3119,309.000000
3120,348.000000
3121,670.600000
3122,75.000000
3123,430.333333
3124,79.333333
3125,2214.000000
3126,3285.333333
3127,531.000000
3128,82.500000
3129,111.000000
3130,195.166667
3131,692.500000
3132,239.000000
3133,630.000000
3134,11918.444444
3135,304.200000
3136,632.000000
3137,328.000000
3138,674.000000
3139,118.000000
3140,1516.666667
3141,420.000000
3142,656.000000
3143,244.000000
3144,483.250000
3145,144.000000
3146,210.333333
3147,68.666667
3148,19.000000
3149,9.000000
3150,23.000000
3151,498.000000
3152,202.000000
3153,447.000000
3154,62.000000
3155,240.000000
3156,99.500000
3157,10061.666667
3158,260.500000
3159,99.000000
3160,87.000000
3161,271.000000
3162,170.333333
3163,136.000000
3164,20.000000
3165,321.500000
3166,3509.571429
3167,45.000000
3168,82.750000
3169,3723.000000
3170,132.000000
3171,15.000000
3172,53.500000
3173,218.500000
3174,97.000000
3175,112.000000
3176,711.500000
3177,96.000000
3178,172.666667
3179,591.000000
3180,64.000000
3181,201.333333
3182,2574.000000
3183,617.600000
3184,537.000000
3185,153.000000
3186,474.333333
3187,523.500000
3188,764.500000
3189,192.000000
3190,81.500000
3191,302.000000
3192,1904.000000
3193,219.000000
3194,523.285714
3195,162.000000
3196,1041.800000
3197,92.000000
3198,114.200000
3199,168.000000
3200,330.333333
3201,80.000000
3202,242.000000
3203,29.500000
3204,146.500000
3205,593.500000
3206,995.000000
3207,101.000000
3208,153.000000
3209,93.000000
3210,570.000000
3211,398.000000
3212,157.000000
3213,464.333333
3214,470.000000
3215,124.000000
3216,390.333333
3217,202.000000
3218,48.750000
3219,181.333333
3220,183.333333
3221,215.000000
3222,21.000000
3223,81.500000
3224,777.000000
3225,1485.000000
3226,229.500000
3227,144.000000
3228,29.000000
3229,39.000000
3230,59.000000
3231,0.000000
3232,1652.000000
3233,74.500000
3234,633.000000
3235,88.500000
3236,319.250000
3237,166.000000
3238,1180.750000
3239,116.500000
3240,241.333333
3241,65.500000
3242,233.500000
3243,95.000000
3244,276.000000
3245,85.500000
3246,260.000000
3247,99.000000
3248,225.666667
3249,23531.000000
3250,105.000000
3251,3255.250000
3252,115.000000
3253,141.000000
3254,2418.000000
3255,715.000000
3256,28.000000
3257,37.000000
3258,96.000000
3259,1884.000000
3260,146.000000
3261,247.000000
3262,260.000000
3263,175.500000
3264,11910.000000
3265,290.625000
3266,190.500000
3267,1926.666667
3268,1275.000000
3269,62.000000
3270,98.000000
3271,1620.333333
3272,339.000000
3273,81.500000
3274,153.000000
3275,14.000000
3276,141.000000
3277,100.000000
3278,142.000000
3279,80.000000
3280,113.000000
3281,218.571429
3282,1289.500000
3283,199.000000
3284,44.000000
3285,186.000000
3286,100.000000
3287,134.500000
3288,152.000000
3289,15.000000
3290,164.000000
3291,380.000000
3292,605.000000
3293,115.500000
3294,97.000000
3295,42.500000
3296,70.000000
3297,768.000000
3298,590.000000
3299,512.333333
3300,85.000000
3301,1694.000000
3302,851.500000
3303,30.000000
3304,92.000000
3305,534.000000
3306,67.000000
3307,29.000000
3308,600.600000
3309,1745.000000
3310,50.000000
3311,516.666667
3312,1289.250000
3313,373.285714
3314,61.000000
3315,39.000000
3316,2803.250000
3317,133.000000
3318,184.000000
3319,67.000000
3320,259.000000
3321,251.000000
3322,74.000000
3323,88.500000
3324,67.000000
3325,101.000000
3326,201.000000
3327,309.000000
3328,123.666667
3329,88.000000
3330,50.000000
3331,107.500000
3332,294.000000
3333,136.000000
3334,1269.500000
3335,45.000000
3336,95.500000
3337,7596.000000
3338,2456.333333
3339,268.000000
3340,1139.800000
3341,18.000000
3342,3107.000000
3343,611.000000
3344,148.000000
3345,144.000000
3346,482.500000
3347,194.000000
3348,398.333333
3349,217.000000
3350,45.000000
3351,71.000000
3352,886.500000
3353,1562.000000
3354,798.333333
3355,115.000000
3356,268.000000
3357,346.000000
3358,179.666667
3359,11.000000
3360,180.000000
3361,112.000000
3362,118.000000
3363,860.000000
3364,79.000000
3365,53.000000
3366,57.000000
3367,112.000000
3368,293.000000
3369,38.000000
3370,93.000000
3371,73.000000
3372,113.000000
3373,54.666667
3374,1453.000000
3375,154.800000
3376,59.500000
3377,90.000000
3378,201.000000
3379,38.000000
3380,168.000000
3381,132.142857
3382,54.000000
3383,2046.000000
3384,340.000000
3385,143.500000
3386,70.000000
3387,61.000000
3388,36.000000
3389,131.000000
3390,261.000000
3391,60.000000
3392,123.000000
3393,324.000000
3394,168.666667
3395,40.000000
3396,317.600000
3397,140.000000
3398,1503.000000
3399,2999.000000
3400,3376.000000
3401,56.333333
3402,146.000000
3403,152.000000
3404,7653.250000
3405,91.000000
3406,542.000000
3407,87.000000
3408,134.000000
3409,255.000000
3410,5861.666667
3411,32.000000
3412,68.000000
3413,209.000000
3414,1697.000000
3415,56.000000
3416,196.500000
3417,203.000000
3418,1102.500000
3419,67.000000
3420,200.500000
3421,37.000000
3422,132.000000
3423,50.000000
3424,4876.000000
3425,380.000000
3426,387.000000
3427,172.000000
3428,132.000000
3429,3555.500000
3430,3697.400000
3431,2174.500000
3432,143.000000
3433,69.000000
3434,20.000000
3435,1588.400000
3436,169.666667
3437,18.000000
3438,7.000000
3439,99.000000
3440,1254.000000
3441,0.000000
3442,87.000000
3443,62.000000
3444,24693.333333
3445,162.000000
3446,196.000000
3447,4197.000000
3448,648.166667
3449,75.000000
3450,536.666667
3451,63.000000
3452,383.250000
3453,121.000000
3454,155.222222
3455,210.000000
3456,317.000000
3457,244.666667
3458,134.000000
3459,102.500000
3460,67.000000
3461,94.000000
3462,67.000000
3463,109.000000
3464,225.000000
3465,26.000000
3466,94.500000
3467,30.000000
3468,124.000000
3469,146.000000
3470,80.000000
3471,163.000000
3472,1471.250000
3473,127.000000
3474,307.000000
3475,816.750000
3476,545.375000
3477,833.666667
3478,74.000000
3479,31327.666667
3480,5649.500000
3481,206.000000
3482,166.000000
3483,302.000000
3484,31.000000
3485,57.000000
3486,583.000000
3487,228.500000
3488,744.750000
3489,106.666667
3490,170.000000
3491,375.750000
3492,31.000000
3493,42.000000
